How	How	c-crq	How	how	0
pinacle	pinacle	n1	pinnacle	pinnacle	0
.	.	.	.	.	1
The	The	dt	The	the	0
said	said	j-vvn	said	say	0
Botta	Botta	np1	Botta	Botta	0
they	they	pns32	they	they	0
cover	cover	vvb	cover	cover	0
al	al	d	all	all	0
over	over	a-acp	over	over	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
piece	piece	n1	piece	piece	0
of	of	pp-f	of	of	0
rich	rich	j	rich	rich	0
silke	silke	n1	silk	silk	0
:	:	:	:	:	0
&	&	cc	&	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
hollow	hollow	j-jn	hollow	hollow	0
within	within	p-acp	within	within	0
:	:	:	:	:	0
&	&	cc	&	and	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
midst	midst	n1	midst	midst	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
spire	spire	n1	spire	spire	0
or	or	cc	or	or	0
square	square	j-jn	square	square	0
toppe	toppe	n1	top	top	0
,	,	,	,	,	0
they	they	pns32	they	they	0
put	put	vvd	put	put	0
a	a	dt	a	a	0
bunch	bunch	n1	bunch	bunch	0
of	of	pp-f	of	of	0
quils	quils	n2	quils	quill	0
or	or	cc	or	or	0
of	of	pp-f	of	of	0
slender	slender	j	slender	slender	0
canes	canes	n2	canes	cane	0
a	a	dt	a	a	0
cubite	cubite	n1	cubit	cubit	0
long	long	j	long	long	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
:	:	:	:	:	0
&	&	cc	&	and	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
bunch	bunch	n1	bunch	bunch	0
,	,	,	,	,	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
top	top	n1	top	top	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
they	they	pns32	they	they	0
beautifie	beautifie	vvi	beautify	beautify	0
with	with	p-acp	with	with	0
Peacocks	Peacocks	ng1	Peacocks	peacock	0
feathers	feathers	n2	feathers	feather	0
,	,	,	,	,	0
&	&	cc	&	and	0
round	round	av-j	round	round	0
about	about	p-acp	about	about	0
al	al	d	all	all	0
ye	ye	dt	the	the	0
length	length	n1	length	length	0
therof	therof	av	thereof	thereof	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
feathers	feathers	n2	feathers	feather	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Malards	Malards	npg1	Malards	malards	0
taile	taile	n1	tail	tail	0
,	,	,	,	,	0
&	&	cc	&	and	0
with	with	p-acp	with	with	0
precious	precious	j	precious	precious	0
stones	stones	n2	stones	stone	0
also	also	av	also	also	0
.	.	.	.	.	1
Great	Great	j	Great	great	0
ladies	ladies	n2	ladies	lady	0
weare	weare	vvb	wear	wear	0
this	this	d	this	this	0
kind	kind	n1	kind	kind	0
of	of	pp-f	of	of	0
ornament	ornament	n1	ornament	ornament	0
upon	upon	p-acp	upon	upon	0
their	their	po32	their	their	0
heads	heads	n2	heads	head	0
binding	binding	vvg	binding	bind	0
it	it	pn31	it	it	0
strongly	strongly	av-j	strongly	strong	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
certain	certain	j	certain	certain	0
hat	hat	n1	hat	hat	0
or	or	cc	or	or	0
coyfe	coyfe	n1	coif	coif	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
an	an	dt	and	a	0
hole	hole	n1	hold	hole	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
crowne	crowne	n1	crown	crown	0
,	,	,	,	,	0
fit	fit	j	fit	fit	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
spire	spire	n1	spire	spire	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
through	through	p-acp	through	through	0
it	it	pn31	it	it	0
:	:	:	:	:	0
&	&	cc	&	and	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
foresaid	foresaid	j-vvn	foresaid	foresay	0
ornament	ornament	n1	ornament	ornament	0
they	they	pns32	they	they	0
cover	cover	vvb	cover	cover	0
the	the	dt	the	the	0
haires	haires	n2	hairs	hair	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
heads	heads	n2	heads	head	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
gather	gather	vvb	gather	gather	0
up	up	a-acp	up	up	0
round	round	av-j	round	round	0
together	together	av	together	together	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
hinder	hinder	jc	hinder	hinder	0
part	part	n1	part	part	0
therof	therof	av	thereof	thereof	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
crowne	crowne	n1	crown	crown	0
,	,	,	,	,	0
&	&	cc	&	and	0
so	so	av	so	so	0
lap	lap	vvi	lap	lap	0
them	them	pno32	them	they	0
up	up	a-acp	up	up	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
knot	knot	n1	knot	knot	0
or	or	cc	or	or	0
bundel	bundel	n1	bundle	bundle	0
within	within	p-acp	within	within	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Botta	Botta	np1	Botta	Botta	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
afterward	afterward	av	afterwards	afterward	0
they	they	pns32	they	they	0
bind	bind	vvb	bind	bound	0
strongly	strongly	av-j	strongly	strong	0
under	under	p-acp	under	under	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
244	244	crd	244	244	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
their	their	po32	their	their	0
throtes	throtes	n2	throats	throat	0
.	.	.	.	.	1
Hereupon	Hereupon	av	Hereupon	hereupon	0
when	when	c-crq	when	when	0
a	a	dt	a	a	0
great	great	j	great	great	0
company	company	n1	company	company	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
gentlewomen	gentlewomen	n2	gentlewomen	gentlewoman	0
ride	ride	vvb	ride	ride	0
together	together	av	together	together	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
beheld	beheld	vvn	beheld	behold	0
a	a	dt	a	a	0
far	far	av-j	far	far	0
off	off	a-acp	off	off	0
,	,	,	,	,	0
they	they	pns32	they	they	0
seem	seem	vvb	seem	seem	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
souldiers	souldiers	n2	soldiers	soldier	0
with	with	p-acp	with	with	0
helmets	helmets	n2	helmets	helmet	0
on	on	p-acp	on	on	0
their	their	po32	their	their	0
heads	heads	n2	heads	head	0
carrying	carrying	vvg	carrying	carry	0
their	their	po32	their	their	0
launces	launces	n2	lances	lance	0
upright	upright	av-j	upright	upright	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Botta	Botta	np1	Botta	Botta	0
appeareth	appeareth	vvz	appears	appear	0
like	like	av-j	like	like	0
an	an	dt	and	a	0
helmet	helmet	n1	helmet	helmet	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
launce	launce	n1	lance	lance	0
over	over	p-acp	over	over	0
it	it	pn31	it	it	0
.	.	.	.	.	1
Al	Al	d	All	all	0
their	their	po32	their	their	0
women	women	n2	women	woman	0
sit	sit	vvb	fit	sit	0
on	on	p-acp	on	on	0
horsebacke	horsebacke	n1	horseback	horseback	0
bestriding	bestriding	vvg	bestriding	bestride	0
their	their	po32	their	their	0
horses	horses	n2	horses	horse	0
like	like	av-j	like	like	0
men	men	n2	men	man	0
:	:	:	:	:	0
&	&	cc	&	and	0
they	they	pns32	they	they	0
bind	bind	vvb	bind	bound	0
their	their	po32	their	their	0
hoods	hoods	n2	hoods	hood	0
or	or	cc	or	or	0
gownes	gownes	n2	gowns	gown	0
about	about	p-acp	about	about	0
their	their	po32	their	their	0
wastes	wastes	n2	wastes	waste	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
skie	skie	n1	sky	sky	0
coloured	coloured	j-vvn	coloured	colour	0
silke	silke	n1	silk	silk	0
skarfe	skarfe	n1	scarf	scarf	0
,	,	,	,	,	0
&	&	cc	&	and	0
with	with	p-acp	with	with	0
another	another	j-jn	another	another	0
skarfe	skarfe	n1	scarf	scarf	0
they	they	pns32	they	they	0
girde	girde	vvb	gird	gird	0
it	it	pn31	it	it	0
above	above	p-acp	above	above	0
their	their	po32	their	their	0
breasts	breasts	n2	breasts	breast	0
:	:	:	:	:	0
&	&	cc	&	and	0
they	they	pns32	they	they	0
bind	bind	vvb	bind	bound	0
also	also	av	also	also	0
a	a	dt	a	a	0
piece	piece	n1	piece	piece	0
of	of	pp-f	of	of	0
white	white	j-jn	white	white	0
silke	silke	n1	silk	silk	0
like	like	av-j	like	like	0
a	a	dt	a	a	0
mufler	mufler	n1	mufler	muffler	0
or	or	cc	or	or	0
maske	maske	n1	mask	mask	0
under	under	p-acp	under	under	0
their	their	po32	their	their	0
eyes	eyes	n2	eyes	eye	0
,	,	,	,	,	0
reaching	reaching	vvg	reaching	reach	0
down	down	a-acp	down	down	0
unto	unto	p-acp	unto	unto	0
their	their	po32	their	their	0
breast	breast	n1	breast	breast	0
.	.	.	.	.	1
These	These	np1	These	Theise	0
gentlewomen	gentlewomen	n2	gentlewomen	gentlewoman	0
are	are	vbr	are	be	0
exceeding	exceeding	av-vvg	exceeding	exceed	0
fat	fat	j	fat	fat	0
,	,	,	,	,	0
&	&	cc	&	and	0
the	the	dt	the	the	0
lesser	lesser	jc	lesser	lesser	0
their	their	po32	their	their	0
noses	noses	n2	noses	nose	0
be	be	vbb	be	be	0
,	,	,	,	,	0
the	the	dt	the	the	0
fairer	fairer	jc	fairer	fair	0
are	are	vbr	are	be	0
they	they	pns32	they	they	0
esteemed	esteemed	vvn	esteemed	esteem	0
:	:	:	:	:	0
they	they	pns32	they	they	0
daube	daube	vvb	daub	daub	0
over	over	p-acp	over	over	0
their	their	po32	their	their	0
sweet	sweet	j	sweet	sweet	0
faces	faces	n2	faces	face	0
with	with	p-acp	with	with	0
grease	grease	n1	grease	grease	0
too	too	av	too	too	0
shamefully	shamefully	av-j	shamefully	shameful	0
:	:	:	:	:	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
never	never	av-x	never	never	0
lie	lie	vvb	lie	lie	0
in	in	p-acp	in	in	0
bed	bed	n1	bed	bed	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
travel	travel	n1	travel	travel	0
of	of	pp-f	of	of	0
childbirth	childbirth	n1	childbirth	childbirth	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Of	Of	pp-f	Of	of	0
the	the	dt	the	the	0
dueties	dueties	n2	duties	duty	0
injoined	injoined	vvn	enjoined	enjoin	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
Tartarian	Tartarian	jp	Tartarian	tartarian	0
women	women	n2	women	woman	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
labours	labours	n2	labours	labour	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
mariages	mariages	n2	marriages	marriage	0
.	.	.	.	.	1
Chap.	Chap.	np1	Chap.	Chap.	0
9.	9.	crd	9.	9	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
THe	THe	dt	THe	the	0
duties	duties	n2	duties	duty	0
of	of	pp-f	of	of	0
women	women	n2	women	woman	0
are	are	vbr	are	be	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
drive	drive	vvi	drive	drive	0
carts	carts	n2	carts	cart	0
:	:	:	:	:	0
to	to	pc-acp	to	to	0
lay	lay	vvi	lay	lay	0
their	their	po32	their	their	0
houses	houses	n2	houses	house	0
upon	upon	p-acp	upon	upon	0
carts	carts	n2	carts	cart	0
&	&	cc	&	and	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
them	them	pno32	them	they	0
downe	downe	a-acp	down	down	0
again	again	av	again	again	0
:	:	:	:	:	0
to	to	p-acp	to	to	0
milke	milke	n1	milk	milk	0
kine	kine	n1	kine	kine	0
:	:	:	:	:	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
butter	butter	n1	butter	butter	0
&	&	cc	&	and	0
Gry-ut	Gry-ut	j	Gry-ut	gry-ut	0
:	:	:	:	:	0
to	to	pc-acp	to	to	0
dresse	dresse	vvi	dress	dress	0
skins	skins	n2	skins	skin	0
&	&	cc	&	and	0
to	to	pc-acp	to	to	0
sow	sow	vvi	sow	sow	0
them	them	pno32	them	they	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
usually	usually	av-j	usually	usual	0
sowe	sowe	vvi	sow	sow	0
with	with	p-acp	with	with	0
thread	thread	n1	thread	thread	0
made	made	vvd	made	make	0
of	of	pp-f	of	of	0
sinewes	sinewes	n2	sinews	sinew	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
they	they	pns32	they	they	0
divide	divide	vvb	divide	divide	0
sinewes	sinewes	n2	sinews	sinew	0
into	into	p-acp	into	into	0
slender	slender	j	slender	slender	0
threads	threads	n2	threads	thread	0
,	,	,	,	,	0
&	&	cc	&	and	0
then	then	av	then	then	0
twine	twine	vvb	twine	twine	0
them	them	pno32	them	they	0
into	into	p-acp	into	into	0
one	one	crd	one	one	0
long	long	j	long	long	0
thread	thread	n1	thread	thread	0
.	.	.	.	.	1
They	They	pns32	They	they	0
make	make	vvb	make	make	0
sandals	sandals	n2	sandals	sandal	0
&	&	cc	&	and	0
socks	socks	n2	socks	sock	0
&	&	cc	&	and	0
other	other	j-jn	other	other	0
garments	garments	n2	garments	garment	0
.	.	.	.	.	1
Howbeit	Howbeit	a-acp	Howbeit	howbeit	0
they	they	pns32	they	they	0
never	never	av-x	never	never	0
wash	wash	vvb	wash	wash	0
any	any	d	any	any	0
apparel	apparel	n1	apparel	apparel	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
they	they	pns32	they	they	0
say	say	vvb	say	say	0
that	that	cst	that	that	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
then	then	av	then	then	0
angry	angry	j	angry	angry	0
,	,	,	,	,	0
&	&	cc	&	and	0
that	that	cst	that	that	0
dreadful	dreadful	j	dreadful	dreadful	0
thunder	thunder	n1	thunder	thunder	0
wil	wil	vmb	will	will	0
ensue	ensue	vvi	ensue	ensue	0
,	,	,	,	,	0
if	if	cs	if	if	0
washed	washed	vvn	washed	wash	0
garments	garments	n2	garments	garment	0
be	be	vbb	be	be	0
hanged	hanged	vvn	hanged	hang	0
forth	forth	av	forth	forth	0
to	to	pc-acp	to	to	0
drie	drie	vvi	dry	dry	0
:	:	:	:	:	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
they	they	pns32	they	they	0
beat	beat	vvd	beatrice	beat	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
wash	wash	vvi	wash	wash	0
,	,	,	,	,	0
&	&	cc	&	and	0
take	take	vvi	take	take	0
their	their	po32	their	their	0
garments	garments	n2	garments	garment	0
from	from	p-acp	from	from	0
them	them	pno32	them	they	0
.	.	.	.	.	1
They	They	pns32	They	they	0
are	are	vbr	are	be	0
wonderfully	wonderfully	av-j	wonderfully	wonderful	0
afraid	afraid	j	afraid	afraid	0
of	of	pp-f	of	of	0
thunder	thunder	n1	thunder	thunder	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
thunder	thunder	n1	thunder	thunder	0
they	they	pns32	they	they	0
thrust	thrust	vvd	thrust	thrust	0
all	all	d	all	all	0
strangers	strangers	n2	strangers	stranger	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
houses	houses	n2	houses	house	0
,	,	,	,	,	0
&	&	cc	&	and	0
then	then	av	then	then	0
wrapping	wrapping	vvg	wrapping	wrap	0
themselves	themselves	px32	themselves	themselves	0
in	in	p-acp	in	in	0
black	black	j-jn	black	black	0
felt	felt	vvd	felt	feel	0
,	,	,	,	,	0
they	they	pns32	they	they	0
lie	lie	vvb	lie	lie	0
hidden	hidden	vvn	hidden	hide	0
therein	therein	av	therein	therein	0
,	,	,	,	,	0
til	til	c-acp	till	till	0
the	the	dt	the	the	0
thunder	thunder	n1	thunder	thunder	0
be	be	vbb	be	be	0
overpast	overpast	vvn	overpast	overpast	0
.	.	.	.	.	1
They	They	pns32	They	they	0
never	never	av-x	never	never	0
wash	wash	vvb	wash	wash	0
their	their	po32	their	their	0
dishes	dishes	n2	dishes	dish	0
»	»	»	»	»	0
or	or	cc	or	or	0
bowles	bowles	n2	bowls	bowl	0
:	:	:	:	:	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
their	their	po32	their	their	0
flesh	flesh	n1	flesh	flesh	0
is	is	vbz	is	be	0
sodden	sodden	j	sodden	sodden	0
,	,	,	,	,	0
they	they	pns32	they	they	0
wash	wash	vvb	wash	wash	0
the	the	dt	the	the	0
platter	platter	n1	platter	platter	0
wherein	wherein	c-crq	wherein	wherein	0
it	it	pn31	it	it	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
put	put	vvn	put	put	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
scalding	scalding	j-vvg	scalding	scald	0
hot	hot	j	hight	hot	0
broth	broth	n1	broth	broth	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
pot	pot	n1	pot	pot	0
,	,	,	,	,	0
&	&	cc	&	and	0
then	then	av	then	then	0
powre	powre	vvi	pour	power	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
broth	broth	n1	broth	broth	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
pot	pot	n1	pot	pot	0
againe	againe	av	again	again	0
.	.	.	.	.	1
They	They	pns32	They	they	0
make	make	vvb	make	make	0
felte	felte	vvn	felt	feel	0
also	also	av	also	also	0
,	,	,	,	,	0
&	&	cc	&	and	0
cover	cover	vvi	cover	cover	0
their	their	po32	their	their	0
houses	houses	n2	houses	house	0
therewith	therewith	av	therewith	therewith	0
.	.	.	.	.	1
The	The	dt	The	the	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
245	245	crd	245	245	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
duties	duties	n2	duties	duty	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
men	men	n2	men	man	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
bowes	bowes	n2	bows	bow	0
&	&	cc	&	and	0
arrowes	arrowes	n2	arrows	arrow	0
,	,	,	,	,	0
stirrops	stirrops	n2	stirrups	stirrup	0
,	,	,	,	,	0
bridles	bridles	n2	bridles	bridle	0
,	,	,	,	,	0
and	and	cc	and	and	0
saddles	saddles	n2	saddles	saddle	0
:	:	:	:	:	0
to	to	pc-acp	to	to	0
build	build	vvi	built	build	0
houses	houses	n2	houses	house	0
&	&	cc	&	and	0
carts	carts	n2	carts	cart	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
keepe	keepe	vvi	keep	keep	0
horses	horses	n2	horses	horse	0
:	:	:	:	:	0
to	to	p-acp	to	to	0
milke	milke	n1	milk	milk	0
mares	mares	n2	mares	mere	0
:	:	:	:	:	0
to	to	p-acp	to	to	0
churne	churne	n1	churn	churn	0
Cosmos	Cosmos	np1	Cosmos	Cosmos	0
and	and	cc	and	and	0
mares	mares	ng1	mares	mare	0
milke	milke	n1	milk	milk	0
,	,	,	,	,	0
&	&	cc	&	and	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
bags	bags	n2	bags	bag	0
wherein	wherein	c-crq	wherein	wherein	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
it	it	pn31	it	it	0
:	:	:	:	:	0
they	they	pns32	they	they	0
keepe	keepe	vvb	keep	keep	0
camels	camels	n2	camels	camel	0
also	also	av	also	also	0
&	&	cc	&	and	0
lay	lay	vvi	lay	lay	0
burthens	burthens	n2	burdens	burden	0
upon	upon	p-acp	upon	upon	0
them	them	pno32	them	they	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
for	for	p-acp	for	for	0
sheepe	sheepe	n1	sheep	sheep	0
&	&	cc	&	and	0
goates	goates	n2	goats	goat	0
they	they	pns32	they	they	0
tend	tend	vvb	tend	tend	0
and	and	cc	and	and	0
milke	milke	n1	milk	milk	0
them	them	pno32	them	they	0
,	,	,	,	,	0
aswell	aswell	p-acp	aswell	aswell	0
the	the	dt	the	the	0
men	men	n2	men	man	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
women	women	n2	women	woman	0
.	.	.	.	.	1
With	With	p-acp	With	with	0
sheeps	sheeps	ng1	sheeps	sheep	0
milke	milke	n1	milk	milk	0
thicked	thicked	j	thicked	thicked	0
&	&	cc	&	and	0
salted	salted	vvd	salted	salt	0
they	they	pns32	they	they	0
dresse	dresse	vvb	dress	dress	0
and	and	cc	and	and	0
tan	tan	uh	tan	tan	0
their	their	po32	their	their	0
hides	hides	n2	hides	hide	0
.	.	.	.	.	1
When	When	c-crq	When	when	0
they	they	pns32	they	they	0
wil	wil	vmb	will	will	0
wash	wash	vvi	wash	wash	0
their	their	po32	their	their	0
hands	hands	n2	hands	hand	0
or	or	cc	or	or	0
their	their	po32	their	their	0
heads	heads	n2	heads	head	0
,	,	,	,	,	0
they	they	pns32	they	they	0
fil	fil	vvi	fill	fill	0
their	their	po32	their	their	0
mouthes	mouthes	n2	mouths	mouth	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
water	water	n1	water	water	0
,	,	,	,	,	0
&	&	cc	&	and	0
spouting	spouting	vvg	spouting	spout	0
it	it	pn31	it	it	0
into	into	p-acp	into	into	0
their	their	po32	their	their	0
hands	hands	n2	hands	hand	0
by	by	p-acp	by	by	0
little	little	j	little	little	0
and	and	cc	and	and	0
little	little	j	little	little	0
,	,	,	,	,	0
they	they	pns32	they	they	0
sprinckle	sprinckle	vvi	sprinkle	sprinkle	0
their	their	po32	their	their	0
haire	haire	n1	hair	hair	0
&	&	cc	&	and	0
wash	wash	vvi	wash	wash	0
their	their	po32	their	their	0
heades	heades	n2	heads	head	0
therwith	therwith	av	therewith	therewith	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
touching	touching	vvg	touching	touch	0
mariages	mariages	n2	marriages	marriage	0
,	,	,	,	,	0
your	your	po22	your	your	0
Highnes	Highnes	n1	Highness	highness	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
understand	understand	vvi	understand	understand	0
,	,	,	,	,	0
that	that	cst	that	that	0
no	no	dx	no	no	0
man	man	n1	man	man	0
can	can	vmb	can	can	0
have	have	vhi	have	have	0
a	a	dt	a	a	0
wife	wife	n1	wife	wife	0
among	among	p-acp	among	among	0
them	them	pno32	them	they	0
till	till	c-acp	till	till	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
bought	bought	vvn	bought	buy	0
her	her	pno31	her	she	0
:	:	:	:	:	0
whereupon	whereupon	c-crq	whereupon	whereupon	0
somtimes	somtimes	av	sometimes	sometime	0
their	their	po32	their	their	0
maids	maids	n2	maids	maid	0
are	are	vbr	are	be	0
very	very	av	very	very	0
stale	stale	j	stale	stale	0
before	before	c-acp	before	before	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
maried	maried	vvn	married	marry	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
parents	parents	n2	parents	parent	0
alwaies	alwaies	av	always	always	0
keepe	keepe	vvi	keep	keep	0
them	them	pno32	them	they	0
till	till	c-acp	till	till	0
they	they	pns32	they	they	0
can	can	vmb	can	can	0
sei	sei	n1	sei	sei	0
them	them	pno32	them	they	0
.	.	.	.	.	1
They	They	pns32	They	they	0
keepe	keepe	vvb	keep	keep	0
the	the	dt	the	the	0
first	first	ord	first	first	0
and	and	cc	and	and	0
second	second	ord	second	second	0
degrees	degrees	n2	degrees	degree	0
of	of	pp-f	of	of	0
consanguinitie	consanguinitie	n1	consanguinity	consanguinity	0
inviolable	inviolable	j	inviolable	inviolable	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
do	do	vdb	do	do	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
no	no	dx	no	no	0
regard	regard	n1	regard	regard	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
degrees	degrees	n2	degrees	degree	0
of	of	pp-f	of	of	0
affinity	affinity	n1	affinity	affinity	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
they	they	pns32	they	they	0
wil	wil	vmb	will	will	0
marrie	marrie	vvi	marry	marry	0
together	together	av	together	together	0
,	,	,	,	,	0
or	or	cc	or	or	0
by	by	p-acp	by	by	0
succession	succession	n1	succession	succession	0
,	,	,	,	,	0
two	two	crd	two	two	0
sisters	sisters	n2	sisters	sister	0
.	.	.	.	.	1
Their	Their	po32	Their	their	0
widowes	widowes	n2	widows	widow	0
marie	marie	vvi	marry	marry	0
not	not	xx	not	not	0
at	at	p-acp	at	at	0
al	al	d	all	all	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
this	this	d	this	this	0
reason	reason	n1	reason	reason	0
:	:	:	:	:	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
beleeve	beleeve	vvb	believe	believe	0
,	,	,	,	,	0
that	that	cst	that	that	0
al	al	d	all	all	0
who	who	r-crq	who	who	0
have	have	vhb	have	have	0
served	served	vvn	served	serve	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
life	life	n1	life	life	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
do	do	vdi	do	do	0
them	them	pno32	them	they	0
service	service	n1	service	service	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
life	life	n1	life	life	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
also	also	av	also	also	0
.	.	.	.	.	1
Whereupon	Whereupon	c-crq	Whereupon	whereupon	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
perswaded	perswaded	vvn	persuaded	persuade	0
,	,	,	,	,	0
that	that	cst	that	that	0
every	every	d	every	every	0
widow	widow	n1	widow	widow	0
after	after	p-acp	after	after	0
death	death	n1	death	death	0
shal	shal	vmb	shall	shall	0
returne	returne	vvi	return	return	0
unto	unto	p-acp	unto	unto	0
her	her	po31	her	her	0
own	own	d	own	own	0
husband	husband	n1	husband	husband	0
.	.	.	.	.	1
And	And	cc	And	and	0
herehence	herehence	j	herehence	herehence	0
ariseth	ariseth	vvz	arises	arise	0
an	an	dt	and	a	0
abominable	abominable	j	abominable	abominable	0
&	&	cc	&	and	0
filthy	filthy	j	filthy	filthy	0
custome	custome	n1	custom	custom	0
among	among	p-acp	among	among	0
them	them	pno32	them	they	0
,	,	,	,	,	0
namely	namely	av	namely	namely	0
that	that	cst	that	that	0
the	the	dt	the	the	0
sonne	sonne	n1	son	son	0
marieth	marieth	vvz	marrieth	marry	0
